Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
Business Analyst (ERP),Classy Wheeler Limited,1,False,"Wong Chuk Hang, Southern District",Information & Communication Technology,"$22,000 - $30,000 per month",2024-08-31,78505241,https://hk.jobsdb.com/job/78505241,"['Microsoft Dynamics', 'ERP', 'UAT', 'Information Technology']","Company: A reputable company specializing in implementing Microsoft Dynamics 365 solutions, with a proven track record in Greater China.Location: Wong Chuk HangNature: Permanent Job Title: Business Analyst (ERP) Responsibilities• Participate in system implementation and provide consulting services to multinational customers.• Conduct business requirement analysis, training, process design, UAT, and Go-live support.• Collaborate with key users, developers, and technical teams to ensure a smooth transition. Requirements• Tertiary education or above in Information Technology, Accounting, or Business-related disciplines.• Minimum 1 year of experience in business application implementation.• Hands-on experience in accounting applications is an advantage.• Proficient in written and spoken English, Cantonese, and Mandarin.• Good communication and presentation skills.• Initiative and able to work independently.• A good team player."
Business Analyst / Junior Business Analyst (Finance Team),Manulife (International) Limited,,False,"Ngau Tau Kok, Kwun Tong District",Insurance & Superannuation,,2024-08-31,78508753,https://hk.jobsdb.com/job/78508753,['Incentive Trips & Overseas Conferences\xa0Excellent'],"This is NOT  DATA /DIGITAL /IT positionMaintain and develop trusted, long-term relationship with key clients.By meeting defined goals and objectives, ensuring the result solution benefits the clients.Analyze our client needs, provide comprehensive financial and investment advice to clients including asset allocation, retirement planning, estates planning and risk management. Forecasts and analyse Manulife's fund products and performance  Understanding the integral parts of the business system and activitiesDetermine the high-profitable segments and able to share with clientsEstablish and maintain long-term relationships with clients and engage clients in core business analyst activities  Identify and recommend the high profitable segments  Monitor and review investment portfoliosRequirements: Hong Kong citizens or work permit holder is a must, IANG/TTPS holders are welcomeUniversity graduateSelf-motivated, independent worker, excellent presentation skills with the ability to work under pressure Fluent in spoken Cantonese, Putonghua and English We offer: 5-days work and attractive remuneration package (HK$28K or HK$48,000) ∙ Professional training program including mentor support and  leadership workshopMedical scheme and other allowance Incentive Trips & Overseas Conferences Excellent career path and fast-track advancement opportunities"
IT Business Analyst,JFE Consulting Limited,,False,Kowloon,Information & Communication Technology,,2024-08-31,78501976,https://hk.jobsdb.com/job/78501976,"['Provide Project Management', 'Information Technology, Business Administration', 'ChineseCandidate']","Our client is a leading IT CompanyResponsibilities:Provide Project Management to the business.Prepare project document works and presentation materials.Involove in project planning, tetsing and implementation of product launch and system enhancement.Ensure the requirements are correctly communicated for the project.Requirements: Degree holder in Information Technology, Business Administration in computing major or related principles.Minimum of 2 yeras of solid expereince in project management.Proficiency in both spoken and written English and ChineseCandidate with more expereicne will be considered as Senior Business Analyst. Being a team member , You can enjoy:Competitive salary package with attractive Fringe Benefits, including:Great Company Culture with friendly team membersFive-day work week with flexible working hoursMobile and Transport allowancesBYOD Sponsorship12 Days Paid LeaveWedding, maternity, paternity, birthday, study and exam leaveComprehensive medical and dental insurance coverageAttractive education and examination allowanceProfessional training and career advancement opportunities "
IT Business Analyst,JFE Consulting Limited,,False,Kowloon,Information & Communication Technology,,2024-08-31,78512925,https://hk.jobsdb.com/job/78512925,"['Provide Project Management', 'Information Technology, Business Administration', 'ChineseCandidate']","Our client is a leading IT CompanyResponsibilities:Provide Project Management to the business.Prepare project document works and presentation materials.Involove in project planning, tetsing and implementation of product launch and system enhancement.Ensure the requirements are correctly communicated for the project.Requirements: Degree holder in Information Technology, Business Administration in computing major or related principles.Minimum of 2 yeras of solid expereince in project management.Proficiency in both spoken and written English and ChineseCandidate with more expereicne will be considered as Senior Business Analyst. Being a team member , You can enjoy:Competitive salary package with attractive Fringe Benefits, including:Great Company Culture with friendly team membersFive-day work week with flexible working hoursMobile and Transport allowancesBYOD Sponsorship12 Days Paid LeaveWedding, maternity, paternity, birthday, study and exam leaveComprehensive medical and dental insurance coverageAttractive education and examination allowanceProfessional training and career advancement opportunities "
"Group Digital, Business Analyst",Hong Kong Aircraft Engineering Co Ltd,5,True,"Airport Area, Islands District",Information & Communication Technology,,2024-08-30,78492779,https://hk.jobsdb.com/job/78492779,"['AI', 'AI &', 'AI', 'Group Digital Business Analyst', 'Group Digital', 'Digital Delivery', 'AI', 'Group', 'ML', 'AI', 'Product Owner', 'Develop', 'the Business Support', 'Group', 'ML / AI', 'UX/UI', 'Agile', 'Relevant Knowledge University']","Job description: Are you an individual passionate in analysing and realising business needs through the development of digital products and implementation of AI technology? Our digital team is growing! Join us and be part of our AI & digital transformation journey. You will be at the forefront in ensuring a smooth digital product delivery and adoption of the machine learning and AI technologies in our latest digital projects.   HAECO leads in a broad range of aviation products and services that enable our customers to build and operate their aircraft, engines and components safely and efficiently and, in doing so, we seek to deliver sustainable value to all our stakeholders.  Group Digital Business Analyst will be a part of the Group Digital team to lead the analysis and realization of business needs for the company's latest digital products and solutions. They will work closely with the Digital Product Owner, Scrum Master, business subject matter experts across the entities and the Digital Delivery team to ensure smooth digital product delivery, and to lead the evaluation and adoption of the machine learning and AI technologies in the Group's digital transformation journey. What You'll Do  Be customer-centric, actively listen and analyze user stories requirements to prepare detailed product functional backlogs Lead customer mapping, user cases and other functional specifications Lead the adoption of machine learning (ML) and artificial intelligence (AI) technologies and work closely with internal and external technology experts (e.g. data engineers and scientists) to ensure the implementation of technologies matches user story requirements and business needs Adopt Agile methodology working with Product Owner, business SMEs, designers, internal teams and vendors to ensure smooth delivery of the digital product Develop in-depth understanding of Business process, platform and technology capabilities, and technical requirements within the Business Support the reporting, communication and promotion of the digital product and new technologies with senior management and Group wide audience  What You'll Need 1. Technical and other Relevant Experience At least 5 years of hands-on experience in project / technology management, with experience in implementing ML / AI technology adoption a strong advantage Experience in aviation industry a strong advantage Experience in UX/UI design (business processes / solution design) will be a plus Hands-on experience in functional / non-functional requirements consolidation; Experience in formulating user stories and testing plans Strong business analysis experience with relevant technical background; Experience in working with data engineers and data scientists a strong advantage Familiar with system development life cycle, change management, project management activities, Agile methodology and feature-driven development 2. Qualifications and other Relevant Knowledge University degree holder Able to work in a fast-paced environment with tight deadlines A dynamic, adaptive and quick learner with a successful track record in working on cross-functional and cross-team projects; Excellent interpersonal, communication, analytical and creative problem-solving skills; Eager to propose fresh ideas and able to deliver a pragmatic and solution-driven approach Proficient written and spoken communication skills in English and Chinese (Mandarin and Cantonese) with the ability to present ideas in a professional and organized manner   Build your career with us to deliver sustainable value to the community and stakeholders. Candidates not contacted 4-6 weeks after submission of applications and/or interviews may consider their application unsuccessful. All information provided by candidates will be treated in strict confidence and will be used for employment purpose only."
HR Business Analyst,TEKsystems,10,False,Eastern District,Human Resources & Recruitment,"$65,000 - $80,000 per month",2024-08-30,78489328,https://hk.jobsdb.com/job/78489328,['MNC'],"Our client is a global MNC who is currently kick-starting two cross-regional projects working with local and regional stakeholders.Rare opportunity for a workforce management system implementationRetail assessment coaching The main duties are end-to-end implementation of the company's workforce management system, which will use either GaiaWorks or Kronos. You will also be in charge of stakeholder management with key figures in the company and gathering requirements.Requirements8-10 years of experience as a BAAt least 1-2 years of experience on workforce management system implementationGood communication skills, including presentationDetail-orientedProficient in English and Mandarin"
Operation Analyst / Business Analyst (Workflow Transformation),Classy Wheeler Limited,,True,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,"$18,000 - $25,000 per month",2024-08-31,78505237,https://hk.jobsdb.com/job/78505237,['Workflow Transformation'],"Company: Leading telecommunications provider in Hong Kong, offering a wide range of services including fixed-line, mobile, broadband, and digital solutions. They are committed to innovation and delivering exceptional customer experiences.Location: Kowloon BayNature: Permanent Job Title: Operation Analyst / Business Analyst (Workflow Transformation) Responsibilities• Gather and analyze operational and business requirements.• Act as a liaison between stakeholders, including IT and business units.• Define and document functional requirements.• Support testing activities.• Provide user support. Requirements• Fresh graduates with a background in software development are welcome.• Strong analytical, problem-solving, interpersonal, and organizational skills.• Independent, proactive, innovative, detail-oriented, and able to work under pressure.• Excellent teamwork abilities.• Experience in workflow systems and data visualization is a plus.• Good command of spoken and written English, Cantonese, and Mandarin."
Business Analyst,Nexify Limited,2,False,Kwun Tong District,Information & Communication Technology,,2024-08-30,78499331,https://hk.jobsdb.com/job/78499331,"['DescriptionUser', 'Computer Science', 'Business Analyst', 'CantoneseBenefits:5-Day', 'LeavePaternity LeaveBirthday', 'LeavePromotion', 'Microsoft', 'IBM', 'Oracle or Mobile Application Development']","Nexify Limited is one of the leading IT solution providers specialized in system integration in Hong Kong. We encourage innovation, teamwork and personal growth. With continuous business expansion, we need high calibre candidates to join our professional team and we offer exciting job opportunities to the right talents. If you want to work in a fun and energetic environment, please do not hesitate to apply!Job DescriptionUser requirements collection and business requirement analysisFront-to-back UAT processPrepare and maintain documentationsOther duties as assignedJob RequirementsHigher Diploma / Degree holder preferably in Computer Science or IT related disciplinesAt least 2 years working experience, with solid Business Analyst experience, preferably in IT ProjectsSelf-motivated and eager to learn new products and solutionsGood communication and interpersonal skillsProficient in written and spoken English and CantoneseBenefits:5-Day Work WeekPerformance bonusMarriage LeavePaternity LeaveBirthday LeaveMedical allowanceCompassionate LeavePromotion opportunitiesIn-service training courseWe offer 5-day work with good career prospects and excellent fringe benefits to the right candidates. Different areas of IT solution training (Such as Microsoft, IBM, Oracle or Mobile Application Development) will be provided. For interested candidate, please send a full resume including current and expected salary by click ""Apply Now"""
Senior ERP Business Analyst (Ref: JD/CSBA/04/2024),Citybus Limited,4,False,"Chai Wan, Eastern District",Information & Communication Technology,,2024-08-30,78499272,https://hk.jobsdb.com/job/78499272,"['ERP &', 'ERP', 'Business, Accounting, Information Technology', 'Finance & Procurement', 'MS', 'ERP', 'automation & application development & integration', 'ChineseGood', 'Citybus Limited', 'we?Citybus', 'Citybus']","The role:Provide ERP implementation supportCollect business requirements from various users departmentsCooperate with internal IT team and external ERP & infrastructure vendorsEnsure seamless system integrationProvide ERP end-user training, documentation and technical support Skills and attributes:Bachelor Degree in Business, Accounting, Information Technology or related disciplinesMinimum of 4 years of full cycle Tier-1 ERP application implementation & support experience is preferred, especially in Finance & Procurement/Warehouse modulesHR system knowledge is an assetKnowledge in project management, user training & support, MS office is mandatoryWorking experience in ERP consultancy, process automation & application development & integration is bonusBasic knowledge in IT infrastructure, reporting is an advantageProficient in both spoken and written English and ChineseGood analysing, organizing, leadership, communication, presentation & problem-solving skillsSelf-motivated, and result-orientedWilling to learn & able to work independently Applications, with detailed qualifications, employment history, salary expectations and contact information, should be sent for the attention of Assistant Talent Resourcing Manager, Citybus Limited, 5/F., No. 8 Chong Fu Road, Chai Wan, Hong Kong. Applications can also be e-mailed to careers@citybus.com.hk.   Who are we?Citybus is a market leading operator of public transport services operating over 1500 buses and employing over 5000 colleagues across our organization to serve over 1 million customers in the city. We are following our core value of “putting our people first”, we know that strong teams and high levels of employee engagement deliver a high-performance culture and a business that will deliver results. Therefore, we invest in our people and technology to provide an extraordinary journey to our customers where we put safety in the first place in the business. Having secured two new ten-year operating franchises to provide public bus services across Hong Kong and won the bid to operate new routes in the New Territories, this is an exciting time to join us as we head into a new chapter of our business. Citybus is an inclusive employer, our team represents a diverse group of performance driven members with experience across various industries. Our goal is to transform traditional bus services with a strategic focus on driving the transition to zero-emission vehicles in an effort to support our sustainability objectives."
"Business Analyst, Digital Products",Hong Kong Aircraft Engineering Co Ltd,5,True,"Airport Area, Islands District",Information & Communication Technology,,2024-08-30,78493849,https://hk.jobsdb.com/job/78493849,"['Group', 'Position Description Business Analyst', 'Digital Products', 'Group Digital', 'Business Analyst', 'Digital Products', 'Digital Delivery', 'Group', 'Product Owner', 'Develop', 'the Business Prepare', 'the Chinese Mainland', 'Change Management', 'UX/UI', 'Agile']","Job description:Are you an individual passionate in analysing and realising business needs through the development of digital products and implementation of the latest technology? Our digital team is growing! Join us and be part of our digital transformation journey. You will be at the forefront in ensuring a smooth digital product delivery and gain exposure to the latest technologies in the Group's digital transformation journey. HAECO leads in a broad range of aviation products and services that enable our customers to build and operate their aircraft, engines and components safely and efficiently and, in doing so, we seek to deliver sustainable value to all our stakeholders.  Position Description Business Analyst, Digital Products will join the Group Digital team to analyze the business requirements for the company's latest digital products Business Analyst, Digital Products and solutions. He / She will work closely with the Digital Product Owner, Scrum Master, business subject matter experts across the entities and the Digital Delivery team to ensure smooth digital product delivery, drive the usage of the digital product and gain exposure to the latest technologies in the Group's digital transformation journey.   What You'll Do  Be customer-centric, actively listen and analyze user stories requirements to prepare detailed product functional backlogs   Lead and develop customer mapping, user cases and other functional specifications Adopt Agile methodology working with Product Owner, business SMEs, internal teams and customers to ensure smooth delivery of the digital product Develop in-depth understanding of Business process, platform capabilities, and technical requirements within the Business Prepare and execute change management plan to improve the usage of digital product Monitor and measure the effectiveness of change management initiatives and the product usage and adoption Willing and able to travel to the Chinese Mainland and other overseas countries for customer meetings and user engagement on a regular basis     What You'll Need 1. Functional and other Relevant Experience  At least 5 years of hands-on experience in project coordination duties with proven record in project management in IT or Change Management department  Experience in aviation industry a strong advantage Experience in UX/UI design (business processes / solution design) will be a plus Hands-on experience in functional / non-functional requirements consolidation; Experience in formulating user stories and testing plans Strong business analysis experience with relevant technical background Familiar with system development life cycle, change management, project management activities, Agile methodology and feature-driven development Regional project (Chinese Mainland / overseas) exposure and overseas duty travel experience    2. Qualifications and other Relevant Knowledge  University degree holder Able to work in a fast-paced environment with tight deadlines A dynamic, adaptive and quick learner with a successful track record in working on cross-functional and cross-team projects; Excellent interpersonal, communication, analytical and creative problem-solving skills; Eager to propose fresh ideas and able to deliver a pragmatic and solution-driven approach Proficient written and spoken communication skills in English and Chinese (Mandarin and Cantonese) with the ability to present ideas in a professional and organized manner    Build your career with us to deliver sustainable value to the community and stakeholders.Candidates not contacted 4-6 weeks after submission of applications and/or interviews may consider their application unsuccessful.All information provided by candidates will be treated in strict confidence and will be used for employment purpose only."
